CreditScore;Geography;Gender;Age;Tenure;Balance;NumOfProducts;HasCrCard;IsActiveMember;EstimatedSalary;Exited
620;France;Male;28;9;7190252;1;0;1;19020823;0
661;France;Male;51;6;1466066;1;1;1;680219;0
669;Germany;Male;45;1;12394975;1;0;0;11088156;0
767;Germany;Female;33;1;14475321;1;1;1;13248075;0
491;France;Female;72;6;9128522;1;1;1;703295;0
653;France;Male;43;0;0;2;1;0;2786258;0
679;Germany;Male;58;8;12585053;2;1;1;8700817;0
687;France;Male;28;7;10811666;1;1;1;2741119;0
837;France;Female;38;2;0;2;1;1;4639521;0
850;France;Male;28;8;6763956;2;1;1;19424529;0
663;Spain;Female;53;6;15020023;1;0;1;15131727;1
547;Spain;Female;22;7;14128715;1;1;0;11814279;0
627;France;Female;41;6;0;3;1;1;13870075;1
707;France;Male;37;1;0;2;0;1;603551;0
629;France;Female;43;0;0;2;1;1;4126369;0
687;France;Female;36;4;9715796;1;0;1;6318505;0
588;France;Female;36;2;0;2;1;0;92536;1
502;Germany;Female;33;6;12524117;2;1;1;15873607;0
793;Germany;Male;54;2;12896613;1;0;0;186334;1
727;Germany;Male;59;5;15258106;1;1;0;718301;1
632;Spain;Female;32;1;0;2;1;0;1952565;0
474;Germany;Female;37;5;14268857;2;1;1;11095333;0
850;Germany;Female;31;1;13008956;2;1;1;446621;0
584;France;Male;36;9;0;1;1;1;10581851;0
713;France;Female;32;1;11709402;1;0;0;14955883;1
742;Spain;Male;24;8;0;2;1;0;407028;0
607;France;Female;39;10;0;3;1;0;13274113;1
761;Spain;Female;34;2;0;2;1;0;6125125;0
600;France;Male;49;7;902189;1;1;0;9134776;0
650;Spain;Male;42;4;19453266;1;1;0;17104531;1
850;Germany;Male;56;1;16974383;1;0;0;1558504;1
501;France;Female;34;5;0;1;1;0;2738099;0
418;France;Male;34;8;15597388;1;1;0;15420896;0
797;Spain;Male;59;4;12932144;1;1;1;9362455;0
788;Germany;Female;42;6;13865049;2;1;0;6474607;0
699;Spain;Male;43;2;13648786;2;1;0;8281593;0
616;France;Male;18;6;0;2;1;1;2730858;0
651;France;Female;41;4;386172;1;1;1;1048768;0
654;France;Female;28;7;0;2;1;0;15131637;0
676;France;Female;34;8;8290914;1;1;0;9181738;1
708;Germany;Female;54;8;1451514;1;0;1;12531117;1
499;Spain;Female;42;0;14718784;1;1;1;1486894;1
689;France;Male;39;4;0;2;1;0;19611245;0
850;Spain;Male;54;7;10818581;2;0;0;240934;1
502;France;Male;30;4;0;2;1;1;6626387;0
643;France;Male;34;7;0;2;0;1;10030413;0
762;France;Male;28;2;0;2;1;0;16790952;0
719;France;Male;49;5;1059181;1;1;1;1624659;0
789;France;Male;27;6;0;2;1;0;10360365;0
553;Spain;Male;42;7;0;2;1;0;768023;0
448;Spain;Male;25;2;0;2;0;0;9521573;0
632;Germany;Male;42;6;5997226;2;0;1;14817294;0
669;Spain;Male;25;7;15722861;2;1;0;1243829;0
654;Spain;Male;34;5;0;2;1;0;15931146;0
726;France;Female;38;4;0;2;0;0;678748;0
596;France;Male;21;4;21043308;2;0;1;19729777;1
733;Germany;Female;30;1;10245271;1;1;0;2155695;0
529;Spain;Female;35;5;0;2;1;0;56518;0
493;France;Female;37;8;14298746;2;1;0;15884099;0
615;Spain;Female;29;7;14333056;2;1;1;12639601;0
600;France;Female;49;6;0;1;0;1;14808788;1
666;France;Male;36;4;1201654;2;1;0;337015;0
644;Spain;Male;54;6;0;1;0;1;8462237;0
692;France;Female;36;4;0;1;1;0;18558089;1
707;France;Male;73;6;6657317;1;1;1;627688;0
603;France;Male;40;4;10283346;2;1;1;3882911;0
671;France;Female;34;5;16475756;1;1;0;11074888;0
568;Spain;Female;36;10;15361061;1;1;1;540838;1
598;Spain;Female;35;8;0;3;0;1;8865873;0
606;Spain;Male;42;10;0;2;1;0;17793852;0
850;Germany;Female;36;3;16902583;1;1;0;17423506;0
644;Spain;Female;26;4;15345572;2;1;1;8269684;0
655;France;Male;37;4;0;2;1;1;14241597;0
850;France;Male;30;10;15397289;2;1;0;6281103;0
683;Spain;Male;34;9;11460955;2;0;1;2533929;0
663;Germany;Male;37;7;14362583;2;0;1;17648705;0
682;Germany;Female;38;1;11652028;1;1;1;498335;1
639;France;Male;77;6;8092602;2;1;1;5582925;0
704;France;Male;23;6;16659478;1;1;1;1558232;0
691;France;Female;40;0;11546598;1;1;1;6062261;0
599;France;Male;34;8;0;2;1;1;17419668;0
573;France;Female;36;1;0;1;1;1;5690538;0
589;Germany;Female;41;7;9261862;1;1;1;10117885;0
620;Germany;Female;25;8;14182588;1;1;1;7385794;1
647;Spain;Male;28;6;14959402;2;1;0;10232519;0
737;Spain;Female;39;7;13005166;2;0;0;5535639;1
634;France;Female;41;7;0;2;1;1;13128493;0
660;France;Male;38;4;0;2;0;0;8808043;0
666;Germany;Female;37;2;15846876;1;0;1;9326601;0
696;France;Male;44;8;16188979;1;0;0;7556247;0
836;France;Female;29;9;13368178;1;1;1;15374773;0
667;Spain;Female;34;5;0;2;1;0;16383064;0
596;Spain;Male;20;3;18729446;1;1;0;10345647;0
430;France;Male;31;5;0;1;1;0;9565516;0
596;Spain;Male;67;6;0;2;1;1;13835074;0
599;France;Male;28;7;11970622;1;0;0;3119042;0
519;France;Female;22;8;0;1;0;1;16755306;0
721;Germany;Female;45;7;1385232;1;0;0;5960445;1
603;Spain;Female;56;5;9077876;2;1;0;16222367;1
572;Germany;Male;47;4;9935342;1;1;0;19654985;1
453;Germany;Female;40;1;11152449;1;1;1;12037384;1
668;France;Female;37;7;12864567;1;1;0;9214964;0
762;Germany;Male;35;1;11745851;1;0;1;17836148;1
633;France;Female;39;9;12918915;2;0;0;17099883;0
647;Spain;Male;33;7;12126019;2;1;0;7721648;0
796;Spain;Male;56;6;9423113;1;0;0;1211646;1
733;France;Male;39;1;0;2;1;1;14184131;0
556;France;Male;34;8;16375706;1;1;1;10400006;0
489;Spain;Male;58;4;0;2;1;1;19141932;0
639;France;Male;22;4;0;2;1;0;2818896;0
715;France;Male;35;2;14100547;1;1;1;6040793;0
807;Germany;Female;42;9;10535609;2;1;1;13048937;0
714;Spain;Male;34;5;0;2;1;0;19304032;0
626;Germany;Female;23;6;8589795;1;1;0;1097428;0
697;France;Male;36;7;0;2;1;1;7476032;0
850;Germany;Female;31;4;16467266;1;0;1;619361;0
737;Germany;Female;45;2;9916967;2;1;1;7865095;0
812;France;Male;29;6;0;2;0;0;1680236;0
583;France;Male;36;8;0;2;0;1;557159;0
730;Germany;Female;37;5;12405303;1;1;0;11859167;0
677;France;Male;36;4;0;2;1;0;782431;0
748;Germany;Female;40;3;10349909;2;0;0;3815319;0
753;Germany;Female;38;9;15176671;1;1;1;18082999;0
634;Spain;Female;36;1;0;1;1;1;14396072;0
622;France;Male;29;7;10148696;1;1;1;878835;0
699;Germany;Male;36;2;12360156;2;1;0;10355785;0
570;Germany;Male;38;1;12720158;1;1;0;14716828;1
552;Germany;Male;33;3;14496274;1;1;0;5884484;1
619;France;Female;48;4;0;1;0;0;1809496;1
714;Spain;Male;33;8;12201719;1;0;0;16251517;0
503;Spain;Male;32;9;10026288;2;1;1;15792125;0
685;Spain;Female;43;6;11730262;1;0;0;6870173;0
606;France;Female;35;0;13598415;2;1;0;18677889;0
678;France;Male;38;3;0;2;1;0;665616;0
724;Germany;Male;31;2;16099754;2;0;1;6483136;0
779;Germany;Female;37;2;12838963;1;1;1;658916;1
638;Spain;Male;35;1;0;2;1;0;16537066;0
610;Spain;Female;50;5;13055451;3;1;0;18475817;1
646;Germany;Female;57;6;90212;1;1;0;1391127;1
628;France;Female;29;9;7199629;1;1;1;3485746;0
528;France;Female;32;4;8561566;2;1;0;15619243;0
432;France;Female;27;6;6233981;2;0;0;5387467;0
622;Spain;Female;47;6;14231903;1;0;0;10018305;0
721;France;Male;54;5;0;2;1;1;449312;0
614;Spain;Male;36;5;0;2;1;0;13061078;0
634;France;Female;24;2;8741319;1;1;0;6334065;0
742;France;Female;29;4;0;2;1;1;18006659;0
516;France;Female;45;4;0;1;1;0;9527373;1
718;France;Male;35;3;9756016;1;1;1;5351174;0
636;Germany;Male;30;8;14178731;2;1;1;10968561;0
691;Spain;Male;36;7;12993464;1;0;0;7566456;1
698;France;Female;37;2;16617802;2;1;1;7197295;0
712;Spain;Female;39;5;16309755;2;1;1;2370242;0
659;France;Male;20;8;0;2;0;0;11257202;0
573;Spain;Male;44;8;0;2;0;0;6242446;0
778;Germany;Female;35;1;15195819;3;1;1;13123837;1
732;France;Male;46;0;0;2;1;1;18435078;0
550;Germany;Male;33;4;11840091;1;0;1;1399964;1
790;Spain;Male;20;8;0;2;1;0;16815276;0
665;Germany;Female;43;2;11632227;4;1;0;3564012;1
728;Spain;Female;43;5;0;1;1;1;12008817;0
645;Spain;Female;29;4;0;2;1;1;7434611;0
647;Germany;Male;30;6;14313891;2;1;0;295546;0
596;Spain;Male;32;4;0;2;0;1;14650435;0
610;France;Male;40;9;0;1;1;1;14960254;0
512;France;Male;36;0;12980417;1;1;0;530209;0
768;Germany;Male;37;9;10830811;1;1;0;4178825;1
666;Germany;Male;30;3;11015327;1;0;1;7484946;0
700;Germany;Female;30;4;11637748;1;1;1;13441731;0
651;Germany;Female;37;10;11779106;2;1;1;7583758;0
542;Spain;Female;26;2;0;2;1;1;5486954;0
686;France;Female;35;8;10541973;1;1;0;3535646;0
850;Germany;Female;47;4;9921947;2;1;1;12214113;0
658;Germany;Female;55;8;11932793;1;0;1;11943966;0
448;France;Female;36;6;8394712;2;1;0;8199953;0
609;Spain;Male;32;4;9988316;1;1;1;12059485;0
704;France;Male;50;4;16543826;1;1;0;12077075;1
698;France;Male;31;1;15611124;1;0;0;13479074;0
759;France;Male;44;2;11109558;2;1;0;1001377;0
677;France;Female;56;0;11996345;1;0;0;15832587;1
544;Spain;Male;22;4;0;2;1;0;7000767;0
567;Spain;Male;35;8;15313774;1;1;0;8865907;0
490;Spain;Male;40;6;15611108;1;0;0;19088913;0
626;France;Male;34;7;1130147;2;1;1;5664628;0
718;Germany;Male;43;5;13261573;2;1;0;329991;0
616;France;Male;44;5;10201638;1;0;1;17823537;1
772;France;Female;35;9;0;1;0;1;2544831;0
561;France;Male;32;5;0;2;1;0;8487199;0
814;France;Male;49;8;0;2;0;0;15782254;0
651;France;Female;56;4;0;1;0;0;8438322;1
538;Germany;Female;42;4;8038024;1;1;0;11921646;0
600;France;Female;26;6;10890912;1;1;0;8254701;0
654;France;Female;35;2;908658;1;1;1;8676446;0
622;France;Male;40;4;9979976;2;1;0;19737213;0
682;France;Male;28;10;20072496;1;0;1;8287264;1
610;Spain;Female;37;10;14036395;2;1;1;12956386;0
795;France;Female;36;1;15184464;1;1;1;13538889;0
557;France;Female;27;2;0;2;0;1;449755;0
824;Germany;Male;49;8;13323148;1;1;1;6788537;0
698;France;Male;27;7;0;2;1;0;11147155;0
630;France;Female;36;8;12659899;2;1;1;13440793;0
609;Germany;Female;71;6;1133171;1;1;0;10825822;1
694;France;Male;47;4;0;2;1;0;19752862;0
681;France;Female;58;8;9317388;1;1;1;13976125;0
721;Spain;Female;32;10;0;1;1;0;13611996;1
563;Germany;Male;44;7;10500731;2;1;1;19781216;0
654;Spain;Female;32;2;0;1;1;1;5197292;1
659;Spain;Male;27;4;0;2;1;0;9934187;0
674;Germany;Female;44;4;13159385;1;0;1;17134502;1
576;Germany;Male;44;9;11953052;1;1;0;11905668;1
566;Germany;Male;54;4;1186146;2;1;1;17260162;0
545;Germany;Male;37;9;9582913;2;0;1;10493688;0
798;France;Male;36;1;0;2;1;1;1590441;0
757;France;Male;38;0;0;1;1;0;8326306;0
641;France;Male;50;6;15359073;2;1;1;13091078;0
718;France;Male;29;2;0;1;1;0;12633672;0
699;France;Male;64;9;11310952;1;1;0;279808;1
623;France;Female;35;0;13055724;1;1;1;4788071;0
644;France;Male;40;8;9318319;1;1;0;7388249;0
586;France;Male;58;7;15193363;1;1;0;16296005;1
500;Germany;Male;30;2;12549564;2;1;1;6880747;0
583;France;Female;42;7;0;2;1;0;14403905;0
595;Germany;Female;26;8;11854772;1;1;1;15119218;0
670;Spain;Male;43;1;9779221;1;0;0;12022562;0
610;France;Male;41;6;0;3;0;0;5611881;1
814;Spain;Female;72;2;0;2;0;1;13085303;0
660;France;Female;40;8;16718101;1;1;1;18515694;0
580;Germany;Male;35;9;12135519;1;0;1;3567145;0
850;France;Female;81;1;0;2;1;1;5956824;0
676;Spain;Male;35;0;0;2;0;0;13991158;0
578;France;Male;46;5;11322647;1;1;0;5677076;0
579;France;Female;33;1;11839275;1;1;1;15756475;0
711;Germany;Female;52;8;14526254;1;0;1;13147331;0
692;France;Male;40;6;16350516;1;0;0;9042409;0
760;Spain;Female;33;1;11811428;2;0;1;15666021;0
630;Germany;Female;51;0;10844923;3;0;0;8837269;1
808;France;Male;32;1;0;2;1;1;4620071;0
611;Germany;Female;36;10;10329456;1;1;0;16054812;0
697;France;Female;42;1;0;1;1;0;126283;1
655;France;Female;38;6;0;1;1;1;18863928;0
601;Spain;Male;28;6;0;2;1;0;1466528;0
755;France;Male;42;2;11991912;1;1;0;15686821;0
553;France;Male;37;1;0;1;1;0;3046155;0
723;France;Male;28;4;0;2;1;1;12388588;0
507;Spain;Female;34;4;0;2;1;1;6068838;0
777;France;Male;43;1;0;2;1;0;2178591;0
566;France;Male;34;3;0;1;0;0;18813569;0
732;France;Male;26;7;0;2;1;0;15436466;0
697;France;Female;42;10;0;2;1;0;6131215;0
555;France;Male;29;4;12874404;1;1;1;4745493;0
584;Germany;Female;62;9;13772734;2;0;1;1211029;0
705;Germany;Female;44;10;10673158;1;1;0;13741987;1
688;France;Female;38;7;12354421;1;1;1;15766402;0
626;France;Female;37;2;13396896;2;1;0;14868965;0
636;Spain;Male;76;9;1265346;1;1;1;3978962;0
719;Spain;Female;35;8;0;1;1;1;1651624;0
706;Spain;Male;30;6;8760968;2;0;0;13767455;1
731;Spain;Male;41;3;0;2;1;0;10137172;0
738;Spain;Male;49;3;0;3;1;1;6506648;1
426;France;Male;34;9;0;2;1;0;10787691;0
622;Spain;Female;36;0;108960;2;1;0;1111803;1
701;Spain;Female;30;2;0;2;1;0;11565063;0
512;France;Male;51;6;14495331;1;1;1;16503517;0
635;France;Male;41;4;10354488;2;1;0;19374655;0
685;France;Male;33;6;0;1;1;0;5845826;0
609;France;Male;53;7;0;2;0;1;5233285;0
598;Germany;Male;38;1;10148718;1;1;1;759591;1
708;France;Male;52;10;10535581;1;1;0;12307;1
574;Spain;Male;36;4;779675;1;1;0;16706695;1
629;France;Male;44;5;0;4;0;0;11757259;1
422;Spain;Female;54;4;0;2;1;1;716671;0
656;Spain;Male;28;8;12004777;1;1;1;13717339;0
697;France;Male;32;7;17546485;3;1;0;11644242;1
718;France;Male;52;8;794753;3;1;1;3242132;1
586;Germany;Male;37;8;16773569;2;0;1;10466579;0
481;Spain;Female;37;8;0;2;1;0;4421586;0
749;France;Female;33;1;7438598;1;1;0;2016447;0
561;Germany;Male;49;5;94754;1;1;1;2669131;0
676;Spain;Male;27;4;0;1;0;1;10795567;0
615;Germany;Male;43;3;8692086;1;1;1;15004837;0
582;France;Female;39;1;13207748;2;1;0;19225515;0
601;France;Male;40;10;12784786;1;0;0;17324568;0
708;France;Male;34;3;0;1;0;1;12145788;1
708;Germany;Male;42;9;17670236;2;1;1;10480474;0
797;Germany;Female;33;10;8355558;1;0;0;6976714;0
682;France;Male;26;8;0;2;1;0;17837343;0
694;Spain;Female;39;9;0;2;0;0;9992404;0
490;France;Female;40;1;0;1;1;1;4959419;1
828;Spain;Male;42;10;0;1;1;1;18607114;0
594;Spain;Female;38;7;9685835;1;1;0;7751145;0
579;Spain;Male;33;1;0;2;1;1;5481657;0
723;France;Female;35;0;0;2;0;1;6129099;0
619;Germany;Female;42;8;13279604;3;1;1;19182135;1
794;Spain;Female;30;1;15497054;1;0;1;15676845;0
674;Germany;Male;44;3;8890221;1;1;0;7373132;0
418;France;Male;28;7;9873892;1;1;0;12219022;0
502;France;Male;33;8;0;2;1;1;12350901;0
678;France;Female;50;6;0;1;1;0;81995;0
599;Germany;Male;40;10;13745628;2;1;1;1411311;0
736;France;Male;29;4;0;2;0;0;5170501;0
430;France;Female;60;7;7393702;1;1;0;16193762;1
537;France;Female;45;7;15862104;1;1;0;12089296;1
683;Spain;Male;30;1;1132572;1;1;1;6503502;0
828;France;Male;31;9;0;1;0;1;16425737;0
691;France;Female;29;9;11653643;1;1;0;5198799;0
608;Spain;Female;28;4;0;2;1;0;1089963;1
691;France;Female;60;6;10107069;1;1;0;1773558;1
718;Spain;Male;39;6;0;2;0;1;638891;0
680;Germany;Female;31;3;12733146;3;1;1;1764336;0
838;Spain;Female;41;5;0;2;1;0;8131351;0
695;Spain;Female;31;5;0;2;0;1;1399888;0
681;France;Male;46;0;10596942;1;1;0;577156;0
762;France;Male;36;5;11954746;1;1;1;4269365;0
751;Spain;Male;38;7;0;2;0;0;9083961;0
678;Spain;Male;28;5;13866818;1;1;1;5414401;0
634;France;Female;37;7;515825;2;1;1;18431288;0
749;France;Male;37;7;0;2;1;0;2030679;0
590;Spain;Male;37;6;16990292;1;1;1;12825618;0
610;France;Female;27;4;872624;2;1;0;18272007;0
502;France;Male;33;7;0;2;0;1;408252;0
578;France;Female;40;7;0;2;0;0;10223373;0
547;France;Female;32;2;0;2;1;0;13200283;0
579;France;Female;27;9;0;2;1;0;1268387;0
661;France;Male;39;5;0;2;0;0;18146146;0
794;France;Male;46;6;0;2;1;0;19532574;0
719;France;Male;61;5;0;2;0;1;2913243;0
728;France;Female;69;1;0;2;1;1;13180486;0
598;Germany;Male;19;3;15034837;1;1;1;17378404;0
822;Germany;Female;46;3;11507402;2;1;0;2624986;0
670;Spain;Female;40;3;0;1;1;1;18265015;0
850;France;Male;28;8;9998698;1;1;0;19658255;0
723;Germany;Female;68;3;110357;1;0;0;14197754;1
705;Germany;Male;42;8;16668592;2;1;1;5531351;0
677;Spain;Male;40;7;953128;1;1;1;6294475;0
736;France;Male;43;4;20244347;1;1;0;7237503;0
661;Germany;Female;47;0;10949362;1;0;0;18832401;1
501;Germany;Male;38;9;8897739;2;0;1;13340307;0
516;France;Female;29;2;10498257;1;1;0;1573785;0
517;Germany;Female;59;8;15411099;2;1;0;10124008;1
766;France;Male;32;6;18571428;1;1;1;1025025;0
520;Germany;Female;23;3;11602253;2;1;1;3757766;0
541;France;Male;46;6;0;2;1;1;8345667;0
790;Germany;Female;34;2;16401148;1;1;0;19942041;0
797;France;Male;31;9;0;2;1;1;2474889;0
811;France;Male;40;1;10151489;1;1;1;121765;0
722;Spain;Female;32;4;0;2;1;1;11366648;0
675;France;Male;28;9;0;1;1;0;13411093;0
660;Germany;Male;39;9;13459933;2;1;0;18309587;0
566;Spain;Male;32;10;14751126;1;1;1;15989103;0
768;France;Male;25;0;7839608;1;1;1;831619;0
610;Spain;Female;31;5;0;2;0;0;6373636;0
715;France;Female;31;3;11058129;1;1;1;9471524;0
750;Germany;Male;42;8;15183636;2;1;0;6869538;0
431;Germany;Male;45;5;8362455;2;0;0;3689962;0
704;France;Male;24;2;14819715;2;1;0;18277508;0
535;Spain;Female;30;5;12292475;1;0;0;6239059;1
614;France;Female;38;4;72594;1;1;1;7604248;0
748;France;Male;38;4;11522136;1;0;1;7095675;0
492;Germany;Male;51;8;11780874;2;1;1;6731112;0
573;France;Male;40;7;14775468;1;1;1;11045446;0
706;Spain;Female;53;3;0;3;0;0;8847902;1
680;France;Male;31;10;11329217;1;1;1;12263973;0
458;Spain;Male;36;5;0;2;1;0;7972378;0
612;Germany;Male;44;2;11516338;1;1;1;9767752;1
809;Germany;Male;50;10;11809862;1;1;1;10072002;1
590;France;Male;39;9;0;2;1;1;10473052;0
602;France;Male;35;8;0;1;1;1;2249929;0
540;Spain;Male;37;0;1208257;1;1;0;2825789;0
494;France;Male;25;6;0;2;0;1;10998809;0
797;France;Male;29;1;0;1;0;1;14999132;0
526;Germany;Male;61;6;13384528;2;1;1;451808;0
631;Spain;Male;38;7;0;2;1;0;18160585;0
576;France;Female;29;5;10854104;1;1;1;12646909;0
405;France;Male;39;10;0;1;1;0;16081085;1
555;France;Male;30;1;0;2;0;0;8814686;0
750;Spain;Female;37;2;11381706;1;0;0;8833374;0
665;France;Male;28;8;13730023;1;1;0;9017483;0
640;Spain;Male;37;5;15802438;1;1;0;8129809;0
457;France;Female;33;7;12783754;1;0;1;6001317;0
695;France;Male;36;4;161533;1;1;0;10094091;0
645;France;Male;31;7;1611717;2;1;0;1259994;1
647;Spain;Male;32;9;8095836;1;1;1;12859073;0
808;Spain;Male;25;7;0;2;0;1;2318037;0
641;France;Male;33;2;1461936;2;1;1;5579683;1
700;Spain;Male;29;8;0;2;0;1;15209702;0
660;Germany;Male;26;4;11502176;1;0;1;16244305;0
615;Spain;Male;41;1;12677343;1;1;1;5555126;0
705;Germany;Female;40;3;9288991;1;1;1;10949669;0
718;France;Male;48;9;0;2;1;1;7210563;0
754;France;Male;61;5;14662235;1;1;1;4181522;1
713;Germany;Male;45;4;13103814;1;1;0;7400504;1
587;France;Female;46;6;8882029;1;0;0;7022434;0
569;Spain;Male;31;1;11540697;1;0;0;14552822;0
568;France;Female;38;3;13295192;1;0;1;12448628;0
634;Germany;Male;74;5;1088917;1;1;0;1007802;0
770;Germany;Female;46;5;14178863;2;0;0;16496721;0
676;Spain;Female;64;4;11695432;1;1;1;9114948;0
723;Germany;Female;47;10;90450;2;0;0;10337931;1
614;Germany;Female;39;8;12599722;1;1;1;12804934;1
601;Spain;Female;41;3;0;2;1;0;5434283;0
592;France;Male;60;9;0;4;1;1;1361401;1
605;Spain;Female;36;9;0;2;0;1;3552163;0
752;Spain;Female;31;4;14463786;2;1;0;4049672;0
677;France;Female;29;3;8661635;1;0;0;919039;1
850;France;Male;31;8;0;2;1;0;1786677;0
608;Germany;Female;48;2;12792425;2;1;0;3220261;0
786;Spain;Female;34;9;0;2;1;0;11703432;0
777;France;Female;29;9;13124061;1;1;1;16374609;1
667;Spain;Male;31;5;0;2;1;1;2034669;0
848;Spain;Male;35;5;12004674;2;1;0;8471065;0
486;France;Female;39;8;9781936;1;0;1;12053131;0
598;Spain;Female;64;1;6297993;1;1;1;15227357;0
506;France;Female;40;3;0;1;1;1;14434558;0
612;Germany;Male;46;9;16145003;1;1;1;96961;1
545;France;Male;30;3;0;2;1;0;17030743;0
793;France;Male;56;8;11949625;2;1;0;2988099;0
682;France;Female;30;9;0;2;1;1;19510491;0
517;France;Male;62;1;4377266;3;1;0;18775624;1
684;France;Male;32;9;10024941;2;0;1;6759969;0
692;Spain;Male;46;2;0;2;1;1;10598309;0
740;France;Female;60;5;10802808;2;0;0;2598042;1
666;Germany;Male;71;1;5301329;2;1;1;11222264;0
693;France;Male;68;2;0;2;1;1;5986496;0
757;Germany;Male;33;1;12208867;1;1;0;4258109;0
684;Germany;Male;18;9;90544;1;0;1;477723;0
691;Spain;Male;35;6;0;2;0;1;17803817;0
842;France;Male;44;3;14125218;4;0;1;12852116;1
482;France;Female;35;5;14781305;2;0;0;10902972;0
735;France;Male;55;6;13414068;1;1;0;226788;0
681;France;Female;63;7;0;2;1;1;5505448;0
616;France;Female;31;8;0;1;0;1;7645617;0
850;France;Female;35;2;12854849;4;1;0;7547895;1
635;France;Male;43;10;12219821;2;0;1;17914454;0
638;Germany;Male;42;8;14517784;1;1;0;19347174;1
820;Spain;Female;31;2;9422253;1;1;0;1035708;0
694;Germany;Female;58;1;14321222;1;0;0;10262856;1
713;France;Male;41;3;0;2;1;0;5577204;0
543;Germany;Male;41;6;14335041;1;1;1;19207016;1
649;France;Female;41;3;13093183;1;1;1;14480837;0
777;France;Female;30;4;13785131;1;1;0;500823;1
561;France;Male;33;6;0;2;0;0;17368039;0
724;Spain;Male;41;5;0;1;0;1;11575394;0
665;Spain;Female;51;8;0;1;1;1;3892848;1
441;France;Male;60;1;14061415;1;0;1;17438123;0
579;Spain;Male;22;3;11868057;1;1;1;498298;0
777;Germany;Male;35;7;12291769;1;1;1;7616968;0
739;France;Female;36;0;0;2;0;0;13346557;0
660;France;Male;40;5;13175411;2;1;1;3876161;0
554;France;Female;35;8;0;2;1;1;17677946;0
850;France;Female;24;6;0;2;1;1;131599;0
842;Germany;Female;35;9;11994809;1;1;0;4821797;1
785;France;Female;38;1;0;1;1;0;13496485;1
550;France;Male;25;0;0;2;1;1;18422111;0
750;Spain;Female;39;6;0;2;0;0;1926433;0
490;Spain;Female;38;3;972661;1;1;1;9279723;0
605;Germany;Male;28;10;11369083;1;1;0;3311424;0
563;Spain;Female;42;6;9905622;2;1;0;15434795;1
675;France;Male;34;8;0;2;1;1;18484221;0
621;Spain;Female;36;7;11633868;1;1;1;15574348;0
850;France;Male;40;6;9733999;1;0;1;8881525;0
711;France;Male;41;3;0;2;1;1;19374757;0
549;Germany;Female;55;1;13759231;2;0;1;11654802;1
764;Germany;Male;34;6;10876027;2;1;0;16632479;1
627;Germany;Male;30;3;12877088;2;1;1;4019901;0
850;France;Female;34;2;0;2;0;0;5191904;0
614;Spain;Female;36;1;4405484;1;1;1;7332908;0
685;Germany;Female;44;2;11965753;1;1;0;14538705;1
683;Germany;Female;49;7;10879763;2;0;0;14076318;0
643;Spain;Male;35;2;0;2;0;0;6797935;0
561;Germany;Female;49;1;10202532;1;1;0;13305164;1
601;Spain;Female;20;9;12244661;2;1;0;867919;0
766;France;Female;27;7;15878667;2;0;1;4757925;0
699;France;Male;29;3;12568929;1;1;1;15162371;0
850;Germany;Male;29;1;15464041;1;1;1;16403951;0
792;Germany;Female;50;4;14671076;1;1;0;165284;1
636;Germany;Male;67;7;13670935;1;0;1;667531;1
850;Germany;Male;43;5;12930509;2;0;1;1924458;0
628;Spain;Male;40;10;0;2;1;0;10383258;0
736;France;Female;63;10;0;2;0;1;5027;0
711;France;Female;21;0;8284433;2;0;1;140868;0
583;Spain;Female;22;2;0;2;0;1;598536;0
757;France;Male;46;0;0;2;1;0;3746005;0
749;Germany;Female;33;10;7669222;1;0;1;3039643;0
705;France;Male;34;7;11771584;1;1;0;249867;0
585;France;Male;54;8;8710532;1;1;1;5534614;0
437;France;Female;43;6;0;1;1;0;14833097;1
741;France;Female;64;2;6931116;1;1;1;5923772;0
738;France;Male;26;9;0;2;1;1;4864494;0
586;Spain;Female;33;10;6694867;2;1;1;14075903;0
627;France;Female;57;9;0;2;1;1;10771242;0
551;Spain;Male;76;2;12841071;2;1;1;18171873;0
606;Germany;Male;38;3;9989753;1;0;0;3705465;0
674;France;Male;22;3;0;1;1;1;17394059;0
584;Germany;Female;31;6;15262234;1;1;0;992988;0
590;France;Male;40;8;0;2;1;0;6293303;0
585;France;Male;56;4;13822719;2;1;1;5528784;0
508;France;Female;25;2;11139553;1;0;1;4819706;0
458;Germany;Male;44;7;8438657;1;1;0;17864273;0
692;France;Female;36;3;0;2;1;1;828222;0
502;Germany;Male;33;5;17467365;2;1;0;3330056;0
518;France;Male;46;3;0;2;1;0;7651579;0
660;Germany;Male;46;5;10901965;2;1;1;3368056;0
698;Germany;Female;52;1;10790675;1;1;0;16888639;1
678;France;Male;54;7;12891497;1;0;0;19174623;1
773;Spain;Male;63;9;11117983;1;1;1;9309102;0
619;Germany;Female;52;8;12409913;1;0;0;2390452;0
684;Germany;Male;59;9;12247109;1;0;1;1580707;0
635;France;Male;34;3;1346924;2;1;1;8377302;0
680;France;Female;25;4;1238165;1;1;1;9016235;0
608;Germany;Male;34;3;10628854;1;1;1;3663925;0
603;Germany;Female;55;7;12772325;2;1;0;13946911;1
579;Spain;Male;43;2;14584382;1;1;1;19840237;1
756;Germany;Female;34;2;14820072;1;0;0;19458448;0
